GO.ID,Term,Annotated,Significant,Expected,classic
GO:0043062,extracellular structure organization,3,0,0.01,1.0000
GO:0043066,negative regulation of apoptotic process,17,0,0.05,1.0000
GO:0043069,negative regulation of programmed cell d...,17,0,0.05,1.0000
GO:0043086,negative regulation of catalytic activit...,39,0,0.11,1.0000
GO:0043087,regulation of GTPase activity,13,0,0.04,1.0000
GO:0043149,stress fiber assembly,3,0,0.01,1.0000
GO:0043161,proteasome-mediated ubiquitin-dependent ...,3,0,0.01,1.0000
GO:0043254,regulation of protein-containing complex...,5,0,0.01,1.0000
GO:0043266,regulation of potassium ion transport,34,0,0.09,1.0000
GO:0043268,positive regulation of potassium ion tra...,34,0,0.09,1.0000
GO:0043270,positive regulation of ion transport,45,0,0.13,1.0000
GO:0043280,positive regulation of cysteine-type end...,3,0,0.01,1.0000
GO:0043281,regulation of cysteine-type endopeptidas...,3,0,0.01,1.0000
GO:0043299,leukocyte degranulation,6,0,0.02,1.0000
GO:0043312,neutrophil degranulation,6,0,0.02,1.0000
GO:0043392,negative regulation of DNA binding,8,0,0.02,1.0000
GO:0043393,regulation of protein binding,5,0,0.01,1.0000
GO:0043405,regulation of MAP kinase activity,5,0,0.01,1.0000
GO:0043407,negative regulation of MAP kinase activi...,5,0,0.01,1.0000
GO:0043408,regulation of MAPK cascade,13,0,0.04,1.0000
GO:0043409,negative regulation of MAPK cascade,13,0,0.04,1.0000
GO:0043414,macromolecule methylation,3,0,0.01,1.0000
GO:0043434,response to peptide hormone,6,0,0.02,1.0000
GO:0043436,oxoacid metabolic process,7,0,0.02,1.0000
GO:0043467,regulation of generation of precursor me...,4,0,0.01,1.0000
GO:0043470,regulation of carbohydrate catabolic pro...,4,0,0.01,1.0000
GO:0043471,regulation of cellular carbohydrate cata...,4,0,0.01,1.0000
GO:0043473,pigmentation,1,0,0,1.0000
GO:0043484,regulation of RNA splicing,10,0,0.03,1.0000
GO:0043486,histone exchange,10,0,0.03,1.0000
GO:0043487,regulation of RNA stability,5,0,0.01,1.0000
GO:0043488,regulation of mRNA stability,5,0,0.01,1.0000
GO:0043491,protein kinase B signaling,1,0,0,1.0000
GO:0043500,muscle adaptation,5,0,0.01,1.0000
GO:0043502,regulation of muscle adaptation,5,0,0.01,1.0000
GO:0043524,negative regulation of neuron apoptotic ...,1,0,0,1.0000
GO:0043534,blood vessel endothelial cell migration,9,0,0.03,1.0000
GO:0043535,regulation of blood vessel endothelial c...,9,0,0.03,1.0000
GO:0043537,negative regulation of blood vessel endo...,9,0,0.03,1.0000
GO:0043543,protein acylation,21,0,0.06,1.0000
GO:0043547,positive regulation of GTPase activity,13,0,0.04,1.0000
GO:0043549,regulation of kinase activity,7,0,0.02,1.0000
GO:0043578,nuclear matrix organization,12,0,0.03,1.0000
GO:0043583,ear development,5,0,0.01,1.0000
GO:0043588,skin development,3,0,0.01,1.0000
GO:0043603,cellular amide metabolic process,14,0,0.04,1.0000
GO:0043604,amide biosynthetic process,10,0,0.03,1.0000
GO:0043618,regulation of transcription from RNA pol...,8,0,0.02,1.0000
GO:0043619,regulation of transcription from RNA pol...,8,0,0.02,1.0000
GO:0043620,regulation of DNA-templated transcriptio...,8,0,0.02,1.0000
GO:0043632,modification-dependent macromolecule cat...,3,0,0.01,1.0000
GO:0043903,regulation of biological process involve...,1,0,0,1.0000
GO:0043933,protein-containing complex subunit organ...,54,0,0.15,1.0000
GO:0043966,histone H3 acetylation,10,0,0.03,1.0000
GO:0043970,histone H3-K9 acetylation,2,0,0.01,1.0000
GO:0043974,histone H3-K27 acetylation,8,0,0.02,1.0000
GO:0044003,modulation by symbiont of host process,3,0,0.01,1.0000
GO:0044042,glucan metabolic process,4,0,0.01,1.0000
GO:0044060,regulation of endocrine process,2,0,0.01,1.0000
GO:0044070,regulation of anion transport,8,0,0.02,1.0000
GO:0044087,regulation of cellular component biogene...,10,0,0.03,1.0000
GO:0044089,positive regulation of cellular componen...,3,0,0.01,1.0000
GO:0044092,negative regulation of molecular functio...,47,0,0.13,1.0000
GO:0044242,cellular lipid catabolic process,5,0,0.01,1.0000
GO:0044247,cellular polysaccharide catabolic proces...,4,0,0.01,1.0000
GO:0044248,cellular catabolic process,21,0,0.06,1.0000
GO:0044255,cellular lipid metabolic process,7,0,0.02,1.0000
GO:0044257,cellular protein catabolic process,3,0,0.01,1.0000
GO:0044262,cellular carbohydrate metabolic process,14,0,0.04,1.0000
GO:0044264,cellular polysaccharide metabolic proces...,4,0,0.01,1.0000
GO:0044265,cellular macromolecule catabolic process,14,0,0.04,1.0000
GO:0044270,cellular nitrogen compound catabolic pro...,10,0,0.03,1.0000
GO:0044272,sulfur compound biosynthetic process,4,0,0.01,1.0000
GO:0044275,cellular carbohydrate catabolic process,4,0,0.01,1.0000
GO:0044281,small molecule metabolic process,22,0,0.06,1.0000
GO:0044283,small molecule biosynthetic process,2,0,0.01,1.0000
GO:0044331,cell-cell adhesion mediated by cadherin,1,0,0,1.0000
GO:0044403,biological process involved in symbiotic...,7,0,0.02,1.0000
GO:0044703,multi-organism reproductive process,31,0,0.09,1.0000
GO:0044766,multi-organism transport,3,0,0.01,1.0000
GO:0044770,cell cycle phase transition,45,0,0.13,1.0000
GO:0044772,mitotic cell cycle phase transition,45,0,0.13,1.0000
GO:0044774,mitotic DNA integrity checkpoint,2,0,0.01,1.0000
GO:0044782,cilium organization,34,0,0.09,1.0000
GO:0044804,autophagy of nucleus,2,0,0.01,1.0000
GO:0044818,mitotic G2/M transition checkpoint,2,0,0.01,1.0000
GO:0044839,cell cycle G2/M phase transition,45,0,0.13,1.0000
GO:0045055,regulated exocytosis,6,0,0.02,1.0000
GO:0045069,regulation of viral genome replication,1,0,0,1.0000
GO:0045071,negative regulation of viral genome repl...,1,0,0,1.0000
GO:0045087,innate immune response,16,0,0.04,1.0000
GO:0045088,regulation of innate immune response,13,0,0.04,1.0000
GO:0045089,positive regulation of innate immune res...,13,0,0.04,1.0000
GO:0045137,development of primary sexual characteri...,2,0,0.01,1.0000
GO:0045165,cell fate commitment,2,0,0.01,1.0000
GO:0045184,establishment of protein localization,32,0,0.09,1.0000
GO:0045185,maintenance of protein location,12,0,0.03,1.0000
GO:0045197,establishment or maintenance of epitheli...,1,0,0,1.0000
GO:0045198,establishment of epithelial cell apical/...,1,0,0,1.0000
GO:0045216,cell-cell junction organization,3,0,0.01,1.0000
GO:0045229,external encapsulating structure organiz...,3,0,0.01,1.0000
GO:0045317,equator specification,1,0,0,1.0000
GO:0045321,leukocyte activation,9,0,0.03,1.0000
GO:0045332,phospholipid translocation,5,0,0.01,1.0000
GO:0045333,cellular respiration,1,0,0,1.0000
GO:0045428,regulation of nitric oxide biosynthetic ...,3,0,0.01,1.0000
GO:0045429,positive regulation of nitric oxide bios...,3,0,0.01,1.0000
GO:0045444,fat cell differentiation,5,0,0.01,1.0000
GO:0045446,endothelial cell differentiation,2,0,0.01,1.0000
GO:0045570,regulation of imaginal disc growth,1,0,0,1.0000
GO:0045571,negative regulation of imaginal disc gro...,1,0,0,1.0000
GO:0045595,regulation of cell differentiation,7,0,0.02,1.0000
GO:0045596,negative regulation of cell differentiat...,5,0,0.01,1.0000
GO:0045597,positive regulation of cell differentiat...,7,0,0.02,1.0000
GO:0045598,regulation of fat cell differentiation,3,0,0.01,1.0000
GO:0045599,negative regulation of fat cell differen...,3,0,0.01,1.0000
GO:0045667,regulation of osteoblast differentiation,3,0,0.01,1.0000
GO:0045668,negative regulation of osteoblast differ...,3,0,0.01,1.0000
GO:0045727,positive regulation of translation,1,0,0,1.0000
GO:0045732,positive regulation of protein catabolic...,1,0,0,1.0000
GO:0045740,positive regulation of DNA replication,3,0,0.01,1.0000
GO:0045747,positive regulation of Notch signaling p...,10,0,0.03,1.0000
GO:0045761,regulation of adenylate cyclase activity,34,0,0.09,1.0000
GO:0045773,positive regulation of axon extension,2,0,0.01,1.0000
GO:0045778,positive regulation of ossification,3,0,0.01,1.0000
GO:0045786,negative regulation of cell cycle,7,0,0.02,1.0000
GO:0045787,positive regulation of cell cycle,8,0,0.02,1.0000
GO:0045814,negative regulation of gene expression, ...,10,0,0.03,1.0000
GO:0045819,positive regulation of glycogen cataboli...,4,0,0.01,1.0000
GO:0045833,negative regulation of lipid metabolic p...,2,0,0.01,1.0000
GO:0045834,positive regulation of lipid metabolic p...,5,0,0.01,1.0000
GO:0045859,regulation of protein kinase activity,7,0,0.02,1.0000
GO:0045860,positive regulation of protein kinase ac...,7,0,0.02,1.0000
GO:0045861,negative regulation of proteolysis,1,0,0,1.0000
GO:0045892,negative regulation of transcription, DN...,16,0,0.04,1.0000
GO:0045893,positive regulation of transcription, DN...,13,0,0.04,1.0000
GO:0045913,positive regulation of carbohydrate meta...,4,0,0.01,1.0000
GO:0045926,negative regulation of growth,6,0,0.02,1.0000
GO:0045927,positive regulation of growth,3,0,0.01,1.0000
GO:0045930,negative regulation of mitotic cell cycl...,6,0,0.02,1.0000
GO:0045931,positive regulation of mitotic cell cycl...,8,0,0.02,1.0000
GO:0045934,negative regulation of nucleobase-contai...,16,0,0.04,1.0000
GO:0045935,positive regulation of nucleobase-contai...,18,0,0.05,1.0000
GO:0045936,negative regulation of phosphate metabol...,11,0,0.03,1.0000
GO:0045944,positive regulation of transcription by ...,13,0,0.04,1.0000
GO:0046031,ADP metabolic process,4,0,0.01,1.0000
GO:0046034,ATP metabolic process,4,0,0.01,1.0000
GO:0046209,nitric oxide metabolic process,3,0,0.01,1.0000
GO:0046364,monosaccharide biosynthetic process,1,0,0,1.0000
GO:0046390,ribose phosphate biosynthetic process,4,0,0.01,1.0000
GO:0046434,organophosphate catabolic process,5,0,0.01,1.0000
GO:0046466,membrane lipid catabolic process,5,0,0.01,1.0000
GO:0046467,membrane lipid biosynthetic process,5,0,0.01,1.0000
GO:0046477,glycosylceramide catabolic process,5,0,0.01,1.0000
GO:0046479,glycosphingolipid catabolic process,5,0,0.01,1.0000
GO:0046513,ceramide biosynthetic process,5,0,0.01,1.0000
GO:0046514,ceramide catabolic process,5,0,0.01,1.0000
GO:0046545,development of primary female sexual cha...,2,0,0.01,1.0000
GO:0046546,development of primary male sexual chara...,2,0,0.01,1.0000
GO:0046620,regulation of organ growth,1,0,0,1.0000
GO:0046621,negative regulation of organ growth,1,0,0,1.0000
GO:0046626,regulation of insulin receptor signaling...,5,0,0.01,1.0000
GO:0046627,negative regulation of insulin receptor ...,5,0,0.01,1.0000
GO:0046649,lymphocyte activation,8,0,0.02,1.0000
GO:0046651,lymphocyte proliferation,5,0,0.01,1.0000
GO:0046660,female sex differentiation,2,0,0.01,1.0000
GO:0046661,male sex differentiation,2,0,0.01,1.0000
GO:0046683,response to organophosphorus,34,0,0.09,1.0000
GO:0046700,heterocycle catabolic process,10,0,0.03,1.0000
GO:0046717,acid secretion,5,0,0.01,1.0000
GO:0046777,protein autophosphorylation,1,0,0,1.0000
GO:0046785,microtubule polymerization,34,0,0.09,1.0000
GO:0046794,transport of virus,3,0,0.01,1.0000
GO:0046822,regulation of nucleocytoplasmic transpor...,8,0,0.02,1.0000
GO:0046824,positive regulation of nucleocytoplasmic...,5,0,0.01,1.0000
GO:0046847,filopodium assembly,5,0,0.01,1.0000
GO:0046879,hormone secretion,2,0,0.01,1.0000
GO:0046880,regulation of follicle-stimulating hormo...,2,0,0.01,1.0000
GO:0046881,positive regulation of follicle-stimulat...,2,0,0.01,1.0000
GO:0046883,regulation of hormone secretion,2,0,0.01,1.0000
GO:0046884,follicle-stimulating hormone secretion,2,0,0.01,1.0000
GO:0046887,positive regulation of hormone secretion,2,0,0.01,1.0000
GO:0046889,positive regulation of lipid biosyntheti...,5,0,0.01,1.0000
GO:0046890,regulation of lipid biosynthetic process,5,0,0.01,1.0000
GO:0046902,regulation of mitochondrial membrane per...,4,0,0.01,1.0000
GO:0046903,secretion,13,0,0.04,1.0000
GO:0046907,intracellular transport,51,0,0.14,1.0000
GO:0046916,cellular transition metal ion homeostasi...,2,0,0.01,1.0000
GO:0046939,nucleotide phosphorylation,4,0,0.01,1.0000
GO:0047497,mitochondrion transport along microtubul...,4,0,0.01,1.0000
GO:0048008,platelet-derived growth factor receptor ...,1,0,0,1.0000
GO:0048015,phosphatidylinositol-mediated signaling,1,0,0,1.0000
GO:0048017,inositol lipid-mediated signaling,1,0,0,1.0000
GO:0048024,regulation of mRNA splicing, via spliceo...,10,0,0.03,1.0000
GO:0048041,focal adhesion assembly,3,0,0.01,1.0000
GO:0048104,establishment of body hair or bristle pl...,1,0,0,1.0000
GO:0048105,establishment of body hair planar orient...,1,0,0,1.0000
GO:0048232,male gamete generation,15,0,0.04,1.0000
GO:0048285,organelle fission,3,0,0.01,1.0000
GO:0048332,mesoderm morphogenesis,3,0,0.01,1.0000
GO:0048339,paraxial mesoderm development,3,0,0.01,1.0000
GO:0048340,paraxial mesoderm morphogenesis,3,0,0.01,1.0000
GO:0048477,oogenesis,10,0,0.03,1.0000
GO:0048511,rhythmic process,8,0,0.02,1.0000
GO:0048525,negative regulation of viral process,1,0,0,1.0000
GO:0048534,hematopoietic or lymphoid organ developm...,20,0,0.06,1.0000
GO:0048546,digestive tract morphogenesis,3,0,0.01,1.0000
GO:0048562,embryonic organ morphogenesis,5,0,0.01,1.0000
GO:0048563,post-embryonic animal organ morphogenesi...,1,0,0,1.0000
GO:0048565,digestive tract development,5,0,0.01,1.0000
GO:0048568,embryonic organ development,5,0,0.01,1.0000
GO:0048569,post-embryonic animal organ development,1,0,0,1.0000
GO:0048583,regulation of response to stimulus,55,0,0.15,1.0000
GO:0048584,positive regulation of response to stimu...,32,0,0.09,1.0000
GO:0048585,negative regulation of response to stimu...,19,0,0.05,1.0000
GO:0048588,developmental cell growth,2,0,0.01,1.0000
GO:0048589,developmental growth,9,0,0.03,1.0000
GO:0048598,embryonic morphogenesis,7,0,0.02,1.0000
GO:0048608,reproductive structure development,2,0,0.01,1.0000
GO:0048609,multicellular organismal reproductive pr...,25,0,0.07,1.0000
GO:0048617,embryonic foregut morphogenesis,3,0,0.01,1.0000
GO:0048634,regulation of muscle organ development,3,0,0.01,1.0000
GO:0048638,regulation of developmental growth,4,0,0.01,1.0000
GO:0048639,positive regulation of developmental gro...,3,0,0.01,1.0000
GO:0048640,negative regulation of developmental gro...,1,0,0,1.0000
GO:0048644,muscle organ morphogenesis,2,0,0.01,1.0000
GO:0048663,neuron fate commitment,2,0,0.01,1.0000
GO:0048675,axon extension,2,0,0.01,1.0000
GO:0048678,response to axon injury,1,0,0,1.0000
GO:0048679,regulation of axon regeneration,1,0,0,1.0000
GO:0048681,negative regulation of axon regeneration,1,0,0,1.0000
GO:0048701,embryonic cranial skeleton morphogenesis,3,0,0.01,1.0000
GO:0048704,embryonic skeletal system morphogenesis,5,0,0.01,1.0000
GO:0048705,skeletal system morphogenesis,5,0,0.01,1.0000
GO:0048706,embryonic skeletal system development,5,0,0.01,1.0000
GO:0048707,instar larval or pupal morphogenesis,1,0,0,1.0000
GO:0048729,tissue morphogenesis,17,0,0.05,1.0000
GO:0048732,gland development,5,0,0.01,1.0000
GO:0048733,sebaceous gland development,2,0,0.01,1.0000
GO:0048736,appendage development,5,0,0.01,1.0000
GO:0048737,imaginal disc-derived appendage developm...,1,0,0,1.0000
GO:0048738,cardiac muscle tissue development,2,0,0.01,1.0000
GO:0048749,compound eye development,1,0,0,1.0000
GO:0048754,branching morphogenesis of an epithelial...,2,0,0.01,1.0000
GO:0048762,mesenchymal cell differentiation,5,0,0.01,1.0000
GO:0048813,dendrite morphogenesis,10,0,0.03,1.0000
GO:0048839,inner ear development,5,0,0.01,1.0000
GO:0048841,regulation of axon extension involved in...,2,0,0.01,1.0000
GO:0048842,positive regulation of axon extension in...,2,0,0.01,1.0000
GO:0048846,axon extension involved in axon guidance,2,0,0.01,1.0000
GO:0048859,formation of anatomical boundary,3,0,0.01,1.0000
GO:0048863,stem cell differentiation,2,0,0.01,1.0000
GO:0050657,nucleic acid transport,3,0,0.01,1.0000
GO:0050658,RNA transport,3,0,0.01,1.0000
GO:0050684,regulation of mRNA processing,10,0,0.03,1.0000
GO:0050688,regulation of defense response to virus,8,0,0.02,1.0000
GO:0050691,regulation of defense response to virus ...,8,0,0.02,1.0000
GO:0050727,regulation of inflammatory response,8,0,0.02,1.0000
GO:0050728,negative regulation of inflammatory resp...,8,0,0.02,1.0000
GO:0050730,regulation of peptidyl-tyrosine phosphor...,5,0,0.01,1.0000
GO:0050732,negative regulation of peptidyl-tyrosine...,5,0,0.01,1.0000
GO:0050767,regulation of neurogenesis,2,0,0.01,1.0000
GO:0050769,positive regulation of neurogenesis,2,0,0.01,1.0000
GO:0050770,regulation of axonogenesis,2,0,0.01,1.0000
GO:0050772,positive regulation of axonogenesis,2,0,0.01,1.0000
GO:0050776,regulation of immune response,16,0,0.04,1.0000
GO:0050778,positive regulation of immune response,13,0,0.04,1.0000
GO:0050792,regulation of viral process,1,0,0,1.0000
GO:0050817,coagulation,7,0,0.02,1.0000
GO:0050818,regulation of coagulation,6,0,0.02,1.0000
GO:0050819,negative regulation of coagulation,5,0,0.01,1.0000
GO:0050820,positive regulation of coagulation,1,0,0,1.0000
GO:0050821,protein stabilization,8,0,0.02,1.0000
GO:0050865,regulation of cell activation,5,0,0.01,1.0000
GO:0050866,negative regulation of cell activation,5,0,0.01,1.0000
GO:0050878,regulation of body fluid levels,7,0,0.02,1.0000
GO:0050886,endocrine process,2,0,0.01,1.0000
GO:0050890,cognition,3,0,0.01,1.0000
GO:0050892,intestinal absorption,5,0,0.01,1.0000
GO:0050918,positive chemotaxis,3,0,0.01,1.0000
GO:0050920,regulation of chemotaxis,5,0,0.01,1.0000
GO:0050921,positive regulation of chemotaxis,5,0,0.01,1.0000
GO:0050926,regulation of positive chemotaxis,3,0,0.01,1.0000
GO:0050927,positive regulation of positive chemotax...,3,0,0.01,1.0000
GO:0050994,regulation of lipid catabolic process,7,0,0.02,1.0000
GO:0050995,negative regulation of lipid catabolic p...,2,0,0.01,1.0000
GO:0050996,positive regulation of lipid catabolic p...,5,0,0.01,1.0000
GO:0051028,mRNA transport,3,0,0.01,1.0000
GO:0051031,tRNA transport,3,0,0.01,1.0000
GO:0051043,regulation of membrane protein ectodomai...,1,0,0,1.0000
GO:0051045,negative regulation of membrane protein ...,1,0,0,1.0000
GO:0051046,regulation of secretion,7,0,0.02,1.0000
GO:0051047,positive regulation of secretion,2,0,0.01,1.0000
GO:0051050,positive regulation of transport,47,0,0.13,1.0000
GO:0051052,regulation of DNA metabolic process,5,0,0.01,1.0000
GO:0051054,positive regulation of DNA metabolic pro...,5,0,0.01,1.0000
GO:0051056,regulation of small GTPase mediated sign...,10,0,0.03,1.0000
GO:0051081,nuclear envelope disassembly,3,0,0.01,1.0000
GO:0051094,positive regulation of developmental pro...,9,0,0.03,1.0000
GO:0051098,regulation of binding,18,0,0.05,1.0000
GO:0051100,negative regulation of binding,13,0,0.04,1.0000
GO:0051101,regulation of DNA binding,8,0,0.02,1.0000
GO:0051128,regulation of cellular component organiz...,26,0,0.07,1.0000
GO:0051129,negative regulation of cellular componen...,17,0,0.05,1.0000
GO:0051130,positive regulation of cellular componen...,15,0,0.04,1.0000
GO:0051146,striated muscle cell differentiation,2,0,0.01,1.0000
GO:0051147,regulation of muscle cell differentiatio...,2,0,0.01,1.0000
GO:0051148,negative regulation of muscle cell diffe...,2,0,0.01,1.0000
GO:0051153,regulation of striated muscle cell diffe...,2,0,0.01,1.0000
GO:0051154,negative regulation of striated muscle c...,2,0,0.01,1.0000
GO:0051168,nuclear export,3,0,0.01,1.0000
GO:0051169,nuclear transport,9,0,0.03,1.0000
GO:0051170,import into nucleus,6,0,0.02,1.0000
GO:0051172,negative regulation of nitrogen compound...,29,0,0.08,1.0000
GO:0051216,cartilage development,3,0,0.01,1.0000
GO:0051222,positive regulation of protein transport,5,0,0.01,1.0000
GO:0051223,regulation of protein transport,5,0,0.01,1.0000
GO:0051235,maintenance of location,61,0,0.17,1.0000
GO:0051236,establishment of RNA localization,3,0,0.01,1.0000
GO:0051248,negative regulation of protein metabolic...,24,0,0.07,1.0000
GO:0051253,negative regulation of RNA metabolic pro...,16,0,0.04,1.0000
GO:0051254,positive regulation of RNA metabolic pro...,13,0,0.04,1.0000
GO:0051258,protein polymerization,39,0,0.11,1.0000
GO:0051259,protein complex oligomerization,2,0,0.01,1.0000
GO:0051260,protein homooligomerization,2,0,0.01,1.0000
GO:0051276,chromosome organization,32,0,0.09,1.0000
GO:0051301,cell division,4,0,0.01,1.0000
GO:0051338,regulation of transferase activity,7,0,0.02,1.0000
GO:0051339,regulation of lyase activity,34,0,0.09,1.0000
GO:0051347,positive regulation of transferase activ...,7,0,0.02,1.0000
GO:0051348,negative regulation of transferase activ...,5,0,0.01,1.0000
GO:0051350,negative regulation of lyase activity,34,0,0.09,1.0000
GO:0051457,maintenance of protein location in nucle...,12,0,0.03,1.0000
GO:0051481,negative regulation of cytosolic calcium...,3,0,0.01,1.0000
GO:0051489,regulation of filopodium assembly,5,0,0.01,1.0000
GO:0051490,negative regulation of filopodium assemb...,5,0,0.01,1.0000
GO:0051492,regulation of stress fiber assembly,3,0,0.01,1.0000
GO:0051493,regulation of cytoskeleton organization,10,0,0.03,1.0000
GO:0051494,negative regulation of cytoskeleton orga...,7,0,0.02,1.0000
GO:0051495,positive regulation of cytoskeleton orga...,3,0,0.01,1.0000
GO:0051496,positive regulation of stress fiber asse...,3,0,0.01,1.0000
GO:0051510,regulation of unidimensional cell growth,1,0,0,1.0000
GO:0051512,positive regulation of unidimensional ce...,1,0,0,1.0000
GO:0051516,regulation of bipolar cell growth,1,0,0,1.0000
GO:0051518,positive regulation of bipolar cell grow...,1,0,0,1.0000
GO:0051519,activation of bipolar cell growth,1,0,0,1.0000
GO:0051568,histone H3-K4 methylation,2,0,0.01,1.0000
GO:0051569,regulation of histone H3-K4 methylation,2,0,0.01,1.0000
GO:0051571,positive regulation of histone H3-K4 met...,2,0,0.01,1.0000
GO:0051591,response to cAMP,34,0,0.09,1.0000
GO:0051595,response to methylglyoxal,8,0,0.02,1.0000
GO:0051602,response to electrical stimulus,34,0,0.09,1.0000
GO:0051603,proteolysis involved in cellular protein...,3,0,0.01,1.0000
GO:0051607,defense response to virus,9,0,0.03,1.0000
GO:0051640,organelle localization,76,0,0.21,1.0000
GO:0051642,centrosome localization,34,0,0.09,1.0000
GO:0051645,Golgi localization,13,0,0.04,1.0000
GO:0051646,mitochondrion localization,4,0,0.01,1.0000
GO:0051651,maintenance of location in cell,59,0,0.16,1.0000
GO:0051654,establishment of mitochondrion localizat...,4,0,0.01,1.0000
GO:0051656,establishment of organelle localization,42,0,0.12,1.0000
GO:0051657,maintenance of organelle location,47,0,0.13,1.0000
GO:0051661,maintenance of centrosome location,34,0,0.09,1.0000
GO:0051683,establishment of Golgi localization,13,0,0.04,1.0000
GO:0051684,maintenance of Golgi location,13,0,0.04,1.0000
GO:0051701,biological process involved in interacti...,3,0,0.01,1.0000
GO:0051704,multi-organism process,31,0,0.09,1.0000
GO:0051726,regulation of cell cycle,15,0,0.04,1.0000
GO:0051797,regulation of hair follicle development,3,0,0.01,1.0000
GO:0051798,positive regulation of hair follicle dev...,1,0,0,1.0000
GO:0051817,modulation of process of other organism ...,3,0,0.01,1.0000
GO:0051893,regulation of focal adhesion assembly,3,0,0.01,1.0000
GO:0051894,positive regulation of focal adhesion as...,3,0,0.01,1.0000
GO:0051896,regulation of protein kinase B signaling,1,0,0,1.0000
GO:0051897,positive regulation of protein kinase B ...,1,0,0,1.0000
GO:0051960,regulation of nervous system development,2,0,0.01,1.0000
GO:0051962,positive regulation of nervous system de...,2,0,0.01,1.0000
GO:0052173,response to defenses of other organism,3,0,0.01,1.0000
GO:0052200,response to host defenses,3,0,0.01,1.0000
GO:0055001,muscle cell development,2,0,0.01,1.0000
GO:0055002,striated muscle cell development,2,0,0.01,1.0000
GO:0055003,cardiac myofibril assembly,2,0,0.01,1.0000
GO:0055006,cardiac cell development,2,0,0.01,1.0000
GO:0055007,cardiac muscle cell differentiation,2,0,0.01,1.0000
GO:0055008,cardiac muscle tissue morphogenesis,2,0,0.01,1.0000
GO:0055010,ventricular cardiac muscle tissue morpho...,2,0,0.01,1.0000
GO:0055013,cardiac muscle cell development,2,0,0.01,1.0000
GO:0055072,iron ion homeostasis,2,0,0.01,1.0000
GO:0055076,transition metal ion homeostasis,2,0,0.01,1.0000
GO:0055086,nucleobase-containing small molecule met...,5,0,0.01,1.0000
GO:0055117,regulation of cardiac muscle contraction,34,0,0.09,1.0000
GO:0055123,digestive system development,5,0,0.01,1.0000
GO:0060012,synaptic transmission, glycinergic,4,0,0.01,1.0000
GO:0060021,roof of mouth development,2,0,0.01,1.0000
GO:0060039,pericardium development,3,0,0.01,1.0000
GO:0060047,heart contraction,34,0,0.09,1.0000
GO:0060048,cardiac muscle contraction,34,0,0.09,1.0000
GO:0060055,angiogenesis involved in wound healing,1,0,0,1.0000
GO:0060065,uterus development,2,0,0.01,1.0000
GO:0060070,canonical Wnt signaling pathway,3,0,0.01,1.0000
GO:0060147,regulation of posttranscriptional gene s...,13,0,0.04,1.0000
GO:0060148,positive regulation of posttranscription...,10,0,0.03,1.0000
GO:0060173,limb development,4,0,0.01,1.0000
GO:0060191,regulation of lipase activity,5,0,0.01,1.0000
GO:0060193,positive regulation of lipase activity,5,0,0.01,1.0000
GO:0060271,cilium assembly,34,0,0.09,1.0000
GO:0060284,regulation of cell development,4,0,0.01,1.0000
GO:0060290,transdifferentiation,3,0,0.01,1.0000
GO:0060306,regulation of membrane repolarization,34,0,0.09,1.0000
GO:0060307,regulation of ventricular cardiac muscle...,34,0,0.09,1.0000
GO:0060317,cardiac epithelial to mesenchymal transi...,2,0,0.01,1.0000
GO:0060322,head development,2,0,0.01,1.0000
GO:0060326,cell chemotaxis,5,0,0.01,1.0000
GO:0060333,interferon-gamma-mediated signaling path...,5,0,0.01,1.0000
GO:0060341,regulation of cellular localization,18,0,0.05,1.0000
GO:0060384,innervation,1,0,0,1.0000
GO:0060389,pathway-restricted SMAD protein phosphor...,2,0,0.01,1.0000
GO:0060390,regulation of SMAD protein signal transd...,2,0,0.01,1.0000
GO:0060391,positive regulation of SMAD protein sign...,2,0,0.01,1.0000
GO:0060393,regulation of pathway-restricted SMAD pr...,2,0,0.01,1.0000
GO:0060395,SMAD protein signal transduction,5,0,0.01,1.0000
GO:0060411,cardiac septum morphogenesis,2,0,0.01,1.0000
GO:0060412,ventricular septum morphogenesis,2,0,0.01,1.0000
GO:0060415,muscle tissue morphogenesis,2,0,0.01,1.0000
GO:0060429,epithelium development,28,0,0.08,1.0000
GO:0060453,regulation of gastric acid secretion,5,0,0.01,1.0000
GO:0060485,mesenchyme development,5,0,0.01,1.0000
GO:0060491,regulation of cell projection assembly,5,0,0.01,1.0000
GO:0060537,muscle tissue development,5,0,0.01,1.0000
GO:0060538,skeletal muscle organ development,4,0,0.01,1.0000
GO:0060539,diaphragm development,4,0,0.01,1.0000
GO:0060541,respiratory system development,5,0,0.01,1.0000
GO:0060548,negative regulation of cell death,19,0,0.05,1.0000
GO:0060560,developmental growth involved in morphog...,3,0,0.01,1.0000
GO:0060562,epithelial tube morphogenesis,17,0,0.05,1.0000
GO:0060627,regulation of vesicle-mediated transport,3,0,0.01,1.0000
GO:0060675,ureteric bud morphogenesis,2,0,0.01,1.0000
GO:0060696,regulation of phospholipid catabolic pro...,5,0,0.01,1.0000
GO:0060697,positive regulation of phospholipid cata...,5,0,0.01,1.0000
GO:0060956,endocardial cell differentiation,2,0,0.01,1.0000
GO:0060964,regulation of gene silencing by miRNA,13,0,0.04,1.0000
GO:0060966,regulation of gene silencing by RNA,13,0,0.04,1.0000
